,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
19607,8200000,51.5,2,4.0,5,32.0,4,10.0,6934.0,138
19608,6200000,67.0,3,2.55,9,44.0,3,9.0,14442.0,162
19609,4150000,45.8,2,2.52,9,30.0,6,7.1,12063.0,71
19610,15100000,83.0,2,2.7,5,39.0,5,19.0,14931.0,285
19611,3725000,34.9,1,3.18,11,17.7,10,8.9,11367.0,28
19612,7500000,65.0,2,2.7,16,34.2,4,11.3,15281.0,54
19613,4200000,34.1,1,2.54,9,20.7,9,6.0,11067.0,131
19614,4300000,47.0,2,2.7,7,31.0,1,8.0,11265.0,294
19615,4900000,55.2,3,2.5,5,38.2,4,6.0,10574.0,80
19616,15500000,106.2,3,2.75,25,59.7,2,12.5,12120.0,95
19618,2700000,29.0,1,2.55,12,16.0,8,6.3,16271.0,158
19620,4300000,33.0,1,2.7,5,9.0,1,17.0,2976.0,86
19621,3000000,30.7,1,2.7,5,15.0,2,6.0,10586.0,103
19622,3790000,46.0,2,2.7,9,30.2,1,7.0,12500.0,382
19623,3300000,30.6,1,2.55,9,18.0,6,6.5,16176.0,50
19624,5200000,58.0,2,2.7,24,25.0,1,19.0,17417.0,229
19625,4900000,49.9,2,2.5,9,27.0,5,9.8,13960.0,95
19626,3250000,29.0,1,2.5,9,15.0,8,7.0,14207.0,8
19629,3450000,33.6,1,2.5,9,17.6,3,8.0,14844.0,19
19630,5600000,61.0,2,2.8,4,40.0,2,6.0,9443.0,444
19634,8484000,45.6,1,3.11,4,19.0,4,18.1,5037.0,931
19636,11562376,95.4,3,2.7,10,49.9,3,17.5,5294.0,1268
19637,8950000,73.0,2,2.7,24,36.0,18,15.0,18523.0,60
19639,3900000,36.4,1,2.7,12,19.5,4,7.0,14037.0,77
19640,13000000,86.0,3,2.8,5,57.0,3,10.0,4041.0,95
19641,2600000,30.5,1,2.7,7,16.17538051977244,1,14.324619480227561,11851.0,210
19642,1190000,14.0,1,2.7,5,11.0,1,2.0,11122.0,4
19644,6900000,70.0,3,2.7,16,44.0,8,12.0,15525.0,345
19645,3790000,49.0,2,2.55,9,29.0,6,7.2,12504.0,68
19647,8544000,80.42,3,2.7,23,46.4,10,13.49,13255.0,114
19648,4900000,52.0,2,2.66,16,32.4,7,7.2,13060.0,68
19650,3720000,38.8,1,2.7,12,20.1,12,10.4,16379.0,30
19651,5300000,56.0,3,2.7,5,39.0,1,6.0,5663.0,119
19652,5300000,42.0,1,2.7,10,28.0,3,10.0,12264.0,39
19653,5700000,57.0,3,2.5,5,41.0,3,6.0,11489.0,13
19654,3560000,34.0,1,2.7,12,18.0,8,7.0,13643.0,33
19656,3100000,29.0,1,2.6,9,15.5,9,6.7,13554.0,74
19659,6200000,59.9,2,2.5,9,32.7,7,10.8,15182.0,18
19660,3485000,33.4,1,2.7,25,17.713367520013097,20,15.686632479986901,15945.0,39
19661,3550000,29.5,1,2.65,20,19.8,16,9.7,14289.0,139
19663,5650000,57.0,2,2.7,6,38.0,6,7.0,14846.0,47
19664,3400000,30.0,1,2.6,9,15.0,7,7.0,11586.0,62
19665,7960000,68.1,3,2.55,10,41.9,7,9.2,15932.0,70
19666,5300000,48.9,2,2.7,17,27.3,12,8.0,16971.0,95
19667,5500000,57.7,2,2.56,9,22.0,8,15.5,12457.0,95
19668,4045000,33.38,1,2.75,16,17.702760713114888,12,8.85,9496.0,114
19669,6300000,75.0,3,2.75,12,43.0,12,8.5,14152.0,5
19670,8299000,86.2,4,3.06,6,59.7,2,13.9,3419.0,95
19671,6300000,62.0,3,2.7,9,43.0,7,7.0,12467.0,311
19672,4390000,48.0,2,2.6,9,30.0,8,8.0,11851.0,66
19673,5900000,53.0,2,3.0,5,29.5,3,11.8,9058.0,7
19678,4650000,46.0,2,2.7,4,24.6,3,10.0,6292.0,56
19679,4500000,40.0,1,2.65,13,21.0,12,9.0,15436.0,82
19682,3850000,39.55,1,3.0,15,19.0,4,10.0,12163.0,6
19683,16500000,67.5,2,3.2,3,44.6,1,8.3,1327.0,95
19684,6500000,40.0,1,2.7,12,14.3,1,13.2,10720.0,176
19685,4299000,44.0,2,2.5,5,27.6,3,5.8,5626.0,152
19687,3800000,45.0,2,2.7,5,23.86531552097573,3,21.13468447902427,17124.0,45
19688,5935000,59.0,2,2.7,10,32.8,3,9.4,11799.0,13
19689,6300000,46.6,1,2.8,5,16.8,2,19.7,17092.0,4
19690,8250000,83.7,4,2.7,5,58.6,5,10.4,3229.0,274
19691,7000000,52.8,2,2.7,16,28.900002,13,9.5,12082.0,165
19692,2899000,31.0,1,2.5,5,17.6,3,6.0,11674.0,102
19693,5600000,48.0,1,2.8,25,25.0,13,14.0,16921.0,3
19694,24000000,132.5,4,3.2,4,70.27009570065077,3,62.22990429934923,602.0,785
19697,4200000,24.6,0,2.75,16,18.9,9,5.700000000000003,14069.0,75
19698,3800000,43.9,2,2.75,4,32.0,2,5.0,4063.0,95
19700,4750000,61.0,3,2.5,9,32.35076103954488,4,28.649238960455122,14670.0,61
19701,3270000,35.5,1,2.6,9,18.3,3,7.1,15919.0,26
19702,12700000,98.0,4,2.8,10,60.0,7,11.5,6254.0,268
19703,3890000,44.0,2,2.7,12,29.0,9,7.0,9594.0,659
19705,5450000,57.0,2,2.7,8,33.0,7,8.0,15584.0,95
19706,3280000,33.0,1,2.7,12,16.0,5,9.2,9118.0,45
19707,3750000,28.0,1,2.7,12,14.84952965749601,6,13.15047034250399,14756.0,44
19708,3700000,50.0,3,2.7,5,35.0,5,7.0,12961.0,98
19709,9650000,88.6,2,2.8,16,60.5,9,12.8,13445.0,82
19711,6100000,66.2,3,2.65,9,42.3,3,8.4,16209.0,243
19712,9960000,78.0,2,2.5,11,40.0,3,12.0,12041.0,174
19715,11700000,119.6,4,3.2,6,63.428705251304386,2,56.17129474869561,4017.0,67
19716,6500000,46.9,2,2.7,9,26.9,2,6.6,8294.0,16
19717,7500000,78.8,2,2.7,25,38.5,13,18.0,14938.0,281
19719,6600000,55.0,2,2.7,12,31.0,10,8.1,11167.0,60
19720,6500000,56.5,2,2.7,12,30.0,7,12.0,14127.0,7
19723,13000000,120.0,4,2.7,16,55.0,16,30.0,9380.0,67
19725,4400000,34.0,1,2.7,24,16.0,4,12.0,11718.0,229
19727,6600000,72.0,3,2.7,12,49.0,8,8.0,11901.0,94
19728,8500000,67.8,2,2.7,10,44.0,2,10.0,5223.0,357
19733,5550000,36.5,1,2.7,10,17.8,3,10.2,13277.0,95
19736,11750000,86.2,2,2.7,4,53.0,4,13.5,2474.0,95
19737,5800000,45.0,1,2.75,16,18.0,2,12.0,8628.0,60
19738,8500000,110.0,4,2.7,6,73.0,6,15.3,4028.0,150
19740,3610000,34.89,1,2.6,23,18.50357463392985,22,9.05,24049.0,45
19742,5700000,52.0,2,2.7,16,26.0,7,7.5,16117.0,16
19743,5150000,42.0,1,2.7,25,18.0,20,11.0,15896.0,256
19744,4150000,44.4,2,2.5,5,28.5,1,5.3,6044.0,91
19745,4200000,38.1,1,2.7,12,19.7,2,10.1,16034.0,207
19746,4990000,61.6,3,2.5,9,43.2,5,6.3,16105.0,30
19747,4650000,45.0,2,2.7,5,27.0,2,7.0,13690.0,50
19748,5100000,63.2,3,2.7,9,46.3,6,6.2,17032.0,29
19749,16500000,123.6,3,2.7,9,78.0,2,17.0,4599.0,963
19750,8500000,60.0,2,2.7,17,30.0,10,11.0,12670.0,22
19751,3990000,45.0,2,2.57,5,28.5,1,5.1,11690.0,414
19753,9900000,82.0,3,2.8,25,42.0,22,13.0,14618.0,167
19754,4150000,50.0,2,2.6,10,29.0,1,10.0,15719.0,40
19755,2080000,50.7,2,2.56,14,30.6,8,7.5,22902.0,14
19756,7600000,58.8,2,2.7,6,38.9,3,13.8,6311.0,210
19759,4300000,35.0,1,2.7,23,19.0,21,10.0,17306.0,45
19761,5800000,82.3,3,2.7,16,45.4,4,10.1,22545.0,55
19763,15000000,89.7,3,2.8,20,55.0,4,14.2,16952.0,15
19764,7000000,89.5,3,2.88,17,52.9,13,12.1,14986.0,690
19765,4450000,39.8,1,2.7,14,19.7,11,10.3,13816.0,36
19766,20000000,70.0,2,3.3,5,34.0,3,26.0,2308.0,191
19767,4150000,38.0,1,2.6,14,30.0,3,8.0,11706.0,118
19768,3850000,31.1,1,2.65,5,19.0,4,5.0,11905.0,190
19769,2700000,30.4,1,2.5,4,17.1,4,5.6,16813.0,61
19770,4850000,44.6,1,2.55,17,18.7,11,9.8,12915.0,153
19771,33800000,147.0,4,3.0,8,88.2,2,13.8,5332.0,3
19772,3500000,29.0,1,2.6,9,15.0,5,7.0,10962.0,232
19773,29900000,131.9,3,3.1,8,87.8,5,11.0,3501.0,95
19775,15500000,146.9,5,3.5,5,99.6,3,18.8,2457.0,63
19776,4550000,58.0,3,2.7,6,43.0,4,6.0,8399.0,183
19777,2950000,32.0,1,2.55,12,17.7,2,6.1,14186.0,280
19780,9300000,35.4,1,2.7,5,18.8,3,7.6,4487.0,258
19781,8400000,59.0,2,2.7,14,36.0,8,10.0,15290.0,7
19782,4100000,46.4,2,2.5,5,30.4,1,5.5,15169.0,95
19783,3900000,49.0,4,2.5,5,35.1,3,5.3,12035.0,95
19784,3550000,42.0,1,2.5,16,17.0,16,10.0,21871.0,84
19787,3200000,28.0,1,2.7,16,11.0,5,17.0,15131.0,86
19788,7900000,69.0,2,2.7,12,37.0,8,11.0,10841.0,7
19789,4200000,32.6,1,2.6,17,17.0,10,10.0,16582.0,79
19790,3900000,55.0,3,2.7,5,37.0,5,7.1,12834.0,27
19795,5500000,42.6,1,2.76,17,33.0,5,9.3,9659.0,200
19796,12000000,97.2,4,3.35,5,71.3,2,25.900000000000006,4811.0,89
19797,12600000,78.4,2,2.7,8,41.578683040988835,6,16.48,11087.0,95
19798,9300000,83.4,3,2.84,7,55.0,5,12.3,2945.0,15
19799,7500000,59.0,3,2.6,9,35.0,4,6.5,13487.0,95
19800,4500000,41.0,1,2.7,24,21.0,18,10.0,11313.0,317
19801,23684000,152.8,4,3.0,10,81.03600470233538,5,32.6,4263.0,57
19803,13300000,50.0,2,2.7,7,25.0,1,8.5,4378.0,89
19804,6350000,60.0,2,2.6,24,31.0,10,14.0,10829.0,221
19805,26557000,80.0,2,2.9,6,25.0,4,35.0,4456.0,370
19806,7500000,78.0,3,2.81,6,49.5,4,8.6,4358.0,113
19807,3800000,13.0,1,2.7,5,10.0,3,3.0,1242.0,9
19808,4960000,57.62,2,2.7,23,30.558210673747148,12,9.08,24137.0,387
19809,6500000,44.0,1,2.7,7,19.0,2,11.0,5038.0,577
19810,7800000,86.5,4,3.06,6,52.0,4,8.7,5856.0,95
19811,4200000,45.0,2,2.5,5,25.5,1,6.2,13539.0,114
19812,4090000,44.1,1,3.0,7,25.0,3,10.1,14985.0,43
19813,5700000,55.0,2,3.0,3,31.5,3,15.0,9128.0,487
19815,4000000,41.5,3,2.5,5,30.2,2,5.2,12349.0,8
19817,9240000,80.0,3,3.1,7,54.43,2,7.3,7018.0,95
19819,19500000,124.0,3,2.7,9,65.76220276891091,9,58.23779723108909,3232.0,95
19820,5800000,53.0,2,2.7,5,33.6,3,9.1,4235.0,199
19821,3245000,36.5,1,2.64,19,19.35742258923587,15,8.3,21997.0,185
19824,5100000,59.6,3,2.5,5,42.4,3,7.0,12303.0,51
19825,5700000,62.0,2,2.6,10,36.0,1,11.0,13718.0,186
19826,9349988,81.3,3,3.0,4,43.11667004122948,2,12.69,20802.0,95
19828,21000000,146.0,5,2.8,17,84.7,9,16.5,5608.0,117
19831,3540000,44.5,2,2.5,5,27.2,1,7.2,11675.0,80
19833,3400000,43.0,2,2.7,5,28.0,2,6.0,21245.0,42
19834,4700000,39.0,1,2.7,25,20.0,10,10.0,14633.0,64
19837,5800000,53.0,2,2.5,10,29.0,1,9.4,13914.0,59
19839,8300000,63.0,2,2.7,16,30.0,6,10.2,14616.0,14
19841,8400000,96.0,3,3.0,5,64.0,3,17.0,4041.0,260
19843,4400000,35.5,1,2.7,18,18.8270822443253,10,16.6729177556747,13620.0,95
19844,2500000,35.0,1,2.5,9,18.56191207187001,5,16.43808792812999,10626.0,45
19845,2900000,29.0,1,2.7,16,13.0,9,5.5,13999.0,14
19848,4550000,49.4,2,2.5,9,30.1,5,7.9,16425.0,72
19849,3300000,46.0,2,2.7,5,31.0,1,7.0,8430.0,205
19850,7500000,56.0,1,3.15,4,39.0,4,17.0,5042.0,250
19851,13990000,108.5,2,2.75,5,70.1,5,10.0,4688.0,95
19853,6500000,54.9,2,2.7,2,32.5,2,7.3,5651.0,211
19854,7800000,60.0,2,2.9,2,39.0,1,7.0,8745.0,23
19855,8990000,91.6,3,2.7,16,48.9,10,14.8,11299.0,115
19856,14220000,72.83,2,2.75,20,34.760002,9,13.38,10430.0,160
19858,3000000,31.0,1,2.7,9,18.0,9,6.0,16787.0,137
19859,3600000,30.3,1,2.5,9,17.5,6,6.1,15008.0,9
19862,4550000,45.4,2,3.2,6,24.0,4,10.8,8701.0,648
19863,6500000,83.1,4,2.6,9,48.7,8,6.3,11403.0,95
19864,15728409,108.3,4,3.1,16,57.75,4,18.8,8434.0,54
19865,180000000,347.0,8,3.9,6,260.0,3,45.0,3794.0,834
19867,24000000,139.0,4,2.7,6,75.0,5,25.0,4832.0,760
19868,12400000,106.0,3,3.0,6,73.4,5,12.7,4291.0,39
19869,7800000,86.0,3,2.64,17,50.0,11,14.0,11871.0,275
19871,3500000,31.6,1,2.74,23,14.9,13,9.2,17501.0,30
19873,4550000,50.3,2,2.55,9,28.3,5,7.0,11270.0,279
19874,5500000,57.8,3,2.5,9,36.7,9,7.0,11829.0,61
19877,3600000,29.0,0,2.8,16,20.0,16,9.0,12419.0,7
19879,4850000,55.4,2,2.5,9,32.1,2,7.9,15922.0,95
19880,9900000,59.0,2,3.17,6,31.7,2,27.3,730.0,14
19883,4800000,61.0,2,2.7,5,36.0,5,11.0,15646.0,227
19884,6950000,71.2,2,2.7,17,38.6,4,12.5,12441.0,161
19887,7150000,73.0,4,2.5,9,49.0,1,6.0,15726.0,80
19888,3290000,32.6,1,2.5,9,16.2,8,8.1,11963.0,28
19889,5200000,67.0,2,2.7,9,33.0,8,8.5,16425.0,52
19890,5990000,75.0,3,2.7,4,47.0,3,10.0,7540.0,9
19891,5449000,67.0,3,2.6,9,48.0,7,8.5,11050.0,67
19892,4370000,54.7,3,2.5,5,32.8,5,7.1,28806.0,939
19893,4470000,33.02,1,2.55,25,17.51183818894708,10,11.14,12148.0,114
19894,2990000,31.0,1,2.7,7,18.0,6,5.6,14554.0,44
19895,4900000,53.0,2,2.5,9,32.0,7,6.5,15537.0,60
19897,4100000,31.0,1,2.5,5,17.0,4,5.6,9183.0,3
19898,3590000,39.2,1,2.75,16,20.3,16,10.1,16956.0,51
19899,5590000,56.0,2,2.7,13,32.9,8,11.0,13958.0,38
19901,4500000,45.1,2,2.5,5,28.7,4,6.1,10927.0,95
19902,6990000,64.5,2,2.55,10,34.3,5,12.7,12391.0,4
19903,4850000,44.4,2,2.5,5,27.3,4,7.1,18626.0,95
19904,2400000,12.0,1,2.55,5,10.0,2,2.0,964.0,200
19905,2950000,28.5,1,2.7,5,16.0,1,5.5,12637.0,36
19906,3800000,48.5,4,2.7,5,36.76,2,5.21,11955.0,71
19909,5500000,72.6,4,2.7,9,38.50270904050751,9,34.09729095949248,11616.0,445
19911,3700000,32.0,1,2.65,12,15.0,7,7.5,11687.0,347
19912,3600000,33.1,1,2.5,9,17.3,9,8.2,16357.0,95
19913,10260000,79.0,2,3.0,23,41.9,9,18.0,12398.0,95
19914,5300000,71.5,3,2.6,9,37.919334661105886,1,33.580665338894114,17044.0,95
19915,6500000,69.0,3,2.6,12,44.0,12,8.0,16672.0,60
19916,4100000,46.0,2,2.5,5,29.7,2,6.5,15075.0,1153
19919,3990000,49.3,4,2.5,5,37.3,1,5.3,13217.0,82
19920,5515000,48.9,1,2.7,13,24.5,8,9.9,14976.0,261
19921,2700000,30.0,1,2.5,5,16.0,2,14.0,15219.0,347
19923,6999000,47.0,2,2.5,7,28.0,4,8.0,11522.0,95
19925,10600000,68.0,2,2.75,25,37.0,11,11.3,12135.0,95
19930,5470000,54.7,2,2.55,10,29.00961686660828,5,25.690383133391723,11493.0,61
19934,4540000,38.0,1,2.65,16,18.0,2,10.0,22271.0,12
19935,6200000,72.7,4,2.5,9,48.3,1,5.5,15418.0,42
19936,13750000,100.0,3,2.7,16,57.0,2,14.0,8946.0,108
19938,7200000,70.0,2,2.8,17,29.0,1,13.0,15914.0,43
19939,7650000,83.1,3,2.64,17,52.0,8,13.4,14883.0,95
19941,6100000,51.5,2,2.6,10,30.7,6,8.7,10973.0,15
19942,4490000,46.0,1,3.3,2,23.4,2,21.4,15470.0,95
19943,11350000,62.0,3,3.0,4,38.0,4,10.5,3766.0,27
19944,9009000,88.6,3,2.62,25,52.9,16,13.9,18721.0,73
19945,4250000,49.0,2,2.7,9,30.0,2,7.0,14724.0,45
19947,4100000,60.0,3,2.6,5,44.0,5,6.0,17302.0,241
19949,19000000,230.0,5,2.7,6,142.0,5,28.0,3748.0,27
19952,2200000,138.7,4,2.7,7,90.7,5,13.7,4069.0,203
19953,8800000,92.0,3,3.62,6,52.6,3,17.4,2454.0,95
19957,4900000,43.0,2,2.7,5,22.804634831154587,3,20.195365168845413,10555.0,166
19958,3490000,38.0,1,2.7,10,18.0,1,8.0,14842.0,438
19959,33000000,114.0,3,3.0,12,54.0,4,20.0,4593.0,164
19960,6210000,52.3,2,2.5,9,28.3,1,7.0,15502.0,95
19961,32350000,365.0,5,3.2,3,101.0,3,37.0,13706.0,95
19962,3600000,31.0,1,2.5,9,15.5,7,8.1,12773.0,622
19964,13545000,238.26,3,2.7,19,126.35889057839283,4,10.2,4579.0,35
19967,6400000,78.8,3,2.67,12,47.0,1,14.7,15976.0,95
19968,5800000,69.6,3,2.65,12,43.9,12,8.1,11638.0,22
19969,6800000,56.9,2,3.0,5,30.176365625411535,5,8.0,8575.0,12
19970,8300000,54.8,2,2.64,12,28.0,9,8.9,13994.0,43
19973,4150000,42.7,2,2.5,5,26.7,2,7.0,16115.0,361
19974,8680000,65.4,2,2.8,17,29.5,11,15.2,7734.0,95
19976,3500000,44.2,2,2.5,5,27.2,1,6.8,16419.0,64
19977,33000000,283.3,5,2.7,3,99.0,3,54.0,13644.0,90
19978,4000000,30.9,1,2.7,5,15.0,4,5.6,5916.0,95
19979,7200000,70.0,3,2.7,9,43.0,2,9.0,13364.0,682
19982,6700000,45.8,1,3.0,15,15.9,8,14.9,4450.0,231
19983,10005649,82.9,2,3.0,5,33.9,1,16.0,16722.0,388
19989,3800000,38.0,1,2.7,9,20.15293310660173,1,17.84706689339827,15754.0,112
19990,3500000,34.1,1,2.55,15,17.7,13,6.5,16183.0,13
19995,4950000,44.5,2,2.56,10,26.6,1,6.2,13926.0,95
19996,3700000,33.0,1,2.7,17,18.0,5,9.0,12886.0,103
19997,5950000,74.3,3,3.2,5,39.404287626855485,1,8.4,10515.0,385
19999,7350000,58.0,2,2.7,24,34.4,16,9.0,14150.0,95
20000,17500000,76.0,3,2.7,4,40.30586621320346,1,35.69413378679654,5374.0,95
20001,7400000,61.5,2,2.7,23,32.6,13,13.5,14545.0,39
20002,2700000,28.0,0,2.7,21,20.0,6,8.0,16788.0,17
20003,3650000,40.0,1,2.5,18,19.4,12,9.0,21539.0,47
20004,5100000,62.0,3,2.5,9,43.3,3,7.0,13627.0,6
20006,4500000,45.9,2,2.7,9,29.0,6,7.0,12635.0,20
20007,5200000,56.6,3,2.5,9,41.0,3,5.7,11806.0,158
20008,5400000,31.0,1,2.75,9,20.0,5,6.5,6450.0,8
20009,8250000,59.6,2,2.7,12,33.5,2,11.0,10543.0,95
20012,3900000,45.0,1,2.7,12,19.0,5,11.5,14698.0,248
20014,25000000,102.0,3,3.0,17,56.53,15,15.85,10364.0,180
20015,6800000,69.0,3,2.7,16,45.0,15,9.0,12371.0,101
20016,5590000,42.0,1,2.9,24,16.4,16,10.0,12099.0,198
20017,7008000,64.0,2,2.75,25,32.0,11,12.0,11184.0,84
20020,23500000,154.7,5,3.15,5,112.0,4,21.5,4263.0,95
20021,5000000,40.1,1,2.65,10,20.1,6,10.8,14198.0,95
20024,5300000,42.0,1,2.8,12,23.2,4,10.0,15583.0,95
20027,4400000,56.7,3,2.57,9,38.8,9,17.900000000000006,10882.0,282
20028,7290000,78.0,3,3.0,5,45.0,1,12.0,5389.0,95
20029,6760000,70.6,3,2.7,9,40.9,8,8.4,15622.0,11
20031,9400000,78.0,3,3.2,5,45.6,5,9.0,5131.0,83
20033,4500000,60.2,3,2.7,9,43.2,9,6.3,17158.0,81
20036,3750000,45.0,2,2.7,5,30.0,4,6.0,17513.0,440
20037,18900000,82.0,3,2.7,5,56.0,3,9.0,4080.0,88
20038,6100000,56.3,2,2.72,16,31.0,13,8.5,13956.0,224
20041,18990000,121.0,4,3.4,5,56.3,2,28.0,4537.0,298
20043,4000000,60.0,2,2.7,5,27.0,3,19.0,3611.0,249
20044,6500000,67.3,3,2.52,9,41.0,4,11.0,14320.0,15
20045,3100000,25.0,0,2.7,24,18.0,24,7.0,14557.0,7
20049,7200000,65.0,2,2.7,16,35.0,4,12.0,12621.0,151
20050,4800000,44.5,2,2.5,5,28.4,3,7.4,13339.0,13
20051,18700000,134.0,4,3.4,6,80.0,3,10.0,4080.0,89
20053,12000000,73.0,3,2.75,16,50.0,16,9.0,14786.0,95
20054,2730000,21.0,0,2.7,9,14.0,6,7.0,5936.0,45
20055,10635000,117.44,3,2.7,20,62.75,14,16.25,10364.0,93
20060,3580000,46.0,2,2.5,5,30.0,1,6.5,8585.0,259
20061,5350000,52.7,2,2.7,12,30.0,5,10.6,11606.0,21
20062,3890000,42.0,1,2.7,19,19.0,12,11.0,14479.0,261
20063,4490000,44.0,2,2.7,8,32.0,3,8.0,9442.0,7
20064,5400000,57.0,2,2.7,14,35.9,8,8.0,12140.0,53
20065,4840000,44.0,2,2.55,5,28.0,2,5.5,9892.0,258
20066,5990000,54.0,2,2.7,6,36.0,3,8.0,5073.0,79
20068,6990000,80.9,3,2.65,5,49.7,4,11.0,25925.0,95
20072,4700000,44.4,2,2.7,9,29.56,3,8.0,12353.0,20
20073,3920000,39.8,1,2.7,12,19.7,8,8.5,13650.0,19
20075,5300000,53.0,2,3.5,3,28.108038280260306,1,24.891961719739694,4755.0,104
20076,4000000,39.0,1,2.75,24,19.0,13,10.0,14766.0,42
20079,4900000,45.0,1,2.7,25,17.6,7,12.4,15853.0,60
20080,5050000,62.0,3,2.7,9,42.0,9,7.0,12226.0,293
20081,3800000,38.3,1,2.7,14,18.0,6,10.0,14137.0,95
20082,16300000,98.4,0,3.1,5,60.5,2,37.900000000000006,5819.0,537
20083,3100000,31.3,1,2.5,4,17.4,2,5.7,23103.0,37
20084,4390000,41.8,1,2.8,16,18.0,2,12.8,16654.0,33
20087,7280000,63.0,3,3.0,5,42.9,3,8.0,9364.0,661
20088,22000000,160.0,4,2.8,13,97.0,10,45.0,7078.0,116
20090,3500000,33.0,1,2.5,12,17.4,12,6.2,18720.0,11
20092,8900000,97.0,4,2.7,12,63.0,3,15.0,12630.0,414
20093,4250000,61.0,3,2.7,3,40.7,2,7.5,6175.0,157
20096,7050000,64.6,2,2.75,25,33.3,7,12.24,14065.0,507
20097,4000000,44.2,2,2.65,9,28.0,2,8.1,9184.0,18
20098,7700000,38.5,1,2.5,9,15.01,5,12.17,4823.0,375
20099,3689762,33.82,1,2.7,5,11.0,3,22.82,25220.0,134
20100,8750000,49.0,1,3.0,7,17.0,3,12.0,5080.0,61
20101,3950000,51.5,2,2.55,9,30.0,1,7.0,13681.0,919
20103,4500000,66.0,3,2.7,9,46.0,8,6.5,17214.0,166
20105,4200000,47.3,2,2.5,16,27.0,7,7.2,16072.0,412
20106,4400000,39.0,1,2.64,18,18.5,7,12.3,14156.0,15
20108,8500000,46.4,2,2.65,5,18.0,3,20.0,5046.0,77
20109,16500000,145.0,5,2.8,24,81.3,10,13.5,8913.0,95
20111,3500000,35.0,1,2.6,16,18.0,1,9.0,12371.0,68
20112,3550000,30.9,1,2.5,9,15.6,2,8.0,16779.0,8
20115,12700000,104.0,3,2.7,22,60.0,7,16.0,13277.0,517
20116,6050000,55.8,2,2.5,9,31.3,9,8.0,11238.0,28
20117,4350000,56.4,2,2.55,16,31.1,12,9.9,22377.0,54
20120,12690000,107.0,4,3.38,5,76.1,4,6.9,3768.0,840
20121,9600000,85.4,2,2.7,10,40.2,4,23.1,4087.0,60
20122,5100000,42.8,2,2.8,7,22.698566762172472,4,20.101433237827525,4260.0,21
20124,3750000,47.0,1,2.7,5,30.5,4,6.0,13092.0,80
20126,7700000,87.0,3,3.08,5,59.4,4,11.2,5889.0,28
20128,17900000,99.4,3,3.15,6,59.8,4,14.1,9009.0,626
20129,8500000,78.0,2,2.7,24,45.0,11,14.0,11886.0,95
20132,6700000,59.0,2,2.7,17,31.6,10,11.0,15914.0,202
20134,3624000,36.18,1,2.74,15,15.2,9,10.26,9265.0,18
20137,8000000,93.0,3,2.7,9,64.0,3,9.0,6664.0,185
20138,3800000,39.1,1,2.6,9,20.1,4,10.7,14652.0,35
20139,5450000,74.0,4,2.7,9,52.0,3,6.2,16209.0,33
20141,4550000,58.8,2,2.8,21,31.9,5,12.2,17501.0,113
20142,5300000,45.8,1,2.7,16,20.2,9,10.4,11936.0,29
20143,6500000,52.0,2,2.7,5,27.577697935349732,5,24.422302064650268,1825.0,19
20144,3400000,41.0,1,2.7,10,18.6,4,10.6,18283.0,196
20147,5200000,49.3,2,2.5,9,31.0,1,7.0,10037.0,228
20148,4100000,46.1,2,2.5,9,29.7,9,8.1,16080.0,116
20149,3500000,34.6,1,2.6,25,15.7,11,9.6,12012.0,545
20150,6990000,86.0,3,2.76,16,44.7,1,14.7,11603.0,435
20152,5250000,63.2,3,2.5,9,44.1,4,6.5,16238.0,95
20153,4490000,40.4,1,2.57,9,18.3,7,10.8,11962.0,84
20154,5700000,54.6,3,2.5,5,37.0,4,6.0,10871.0,95
20155,4900000,53.5,3,2.5,9,35.0,1,6.7,12711.0,35
20156,17299000,100.3,3,2.7,6,61.0,4,15.0,9009.0,174
20157,4300000,54.0,3,2.7,4,38.0,4,5.8,15577.0,10
20158,3990000,46.0,2,2.6,5,30.0,4,6.0,11330.0,45
20160,4050000,46.0,2,2.5,5,30.0,2,6.0,15227.0,93
20162,5000000,35.3,1,2.7,15,18.5,7,9.0,13239.0,15
20164,2600000,24.0,1,2.5,10,13.0,3,11.0,6262.0,26
20165,4350000,43.8,2,2.5,5,29.0,5,5.8,8344.0,9
20166,6490000,72.1,3,3.0,5,44.2,2,8.9,3585.0,178
20167,4000000,45.2,1,2.7,10,18.0,4,13.3,16267.0,118
20168,9500000,90.5,3,2.7,16,64.0,15,15.0,11490.0,857
20170,6080000,57.32,2,2.65,25,32.62,7,11.64,13845.0,130
20171,7360000,63.0,2,2.7,12,25.0,8,14.4,16464.0,22
20174,4300000,44.5,1,2.7,20,18.0,11,12.4,13512.0,116
20175,3150000,31.78,1,2.7,9,15.89,7,8.21,15419.0,539
20176,10186401,80.0,2,2.7,23,37.0,9,13.0,10600.0,14
20177,12600000,110.0,4,3.2,4,76.0,2,8.8,1269.0,799
20178,3650000,38.6,1,2.7,12,20.1,10,10.1,12456.0,45
20179,4450000,38.9,1,2.5,17,20.0,9,10.8,12403.0,242
20180,14500000,108.6,3,3.05,6,55.2,3,24.3,15097.0,27
20182,14990000,160.0,5,3.56,6,100.0,2,22.0,4653.0,164
20183,9300000,91.0,4,3.46,6,58.0,2,10.1,3505.0,95
